CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 83	 0
CPU	 85	 0
CPU	 89	 0
CPU	 87	 0.01665
CPU	 91	 0
CPU	 93	 0.016675
CPU	 95	 0
CPU	 97	 0
CPU	 99	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0
CPU	 51	 0
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0
CPU	 71	 0
CPU	 75	 0
CPU	 61	 0.016675
CPU	 73	 0.016675
CPU	 77	 0
CPU	 79	 0
CPU	 81	 0
IO	 82	 2205.83
IO	 26	 2206.15
IO	 6	 2206.15
IO	 92	 2206.3
IO	 90	 2206.43
IO	 10	 2206.75
IO	 36	 2206.85
IO	 12	 2206.98
IO	 2	 2207
IO	 72	 2207
IO	 4	 2207.03
IO	 18	 2207.4
IO	 16	 2207.6
IO	 68	 2207.65
IO	 84	 2207.6
IO	 32	 2207.7
IO	 86	 2207.63
IO	 60	 2207.77
IO	 44	 2207.83
IO	 20	 2208.03
IO	 80	 2208.03
IO	 56	 2208.12
IO	 64	 2208.15
IO	 74	 2208.22
IO	 0	 2208.33
IO	 88	 2208.25
IO	 30	 2208.35
IO	 14	 2208.68
IO	 42	 2208.7
IO	 94	 2208.62
IO	 98	 2208.63
IO	 96	 2208.65
IO	 38	 2208.77
IO	 24	 2208.8
IO	 8	 2208.87
IO	 22	 2208.93
IO	 34	 2208.93
IO	 54	 2208.87
IO	 28	 2209.05
IO	 66	 2208.97
IO	 48	 2209
IO	 40	 2209.07
IO	 52	 2209.02
IO	 62	 2209.05
IO	 46	 2209.08
IO	 78	 2209.02
IO	 70	 2209.07
IO	 58	 2209.12
IO	 76	 2209.07
IO	 50	 2209.12
