CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 49	 0
CPU	 51	 0
CPU	 53	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0
CPU	 61	 0
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0
CPU	 73	 0
CPU	 75	 0
CPU	 77	 0
CPU	 79	 0
CPU	 81	 0
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0
CPU	 89	 0.01665
CPU	 91	 0
CPU	 93	 0
CPU	 95	 0
CPU	 97	 0
CPU	 99	 0
CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
IO	 38	 27805.6
IO	 32	 27806.6
IO	 66	 27806.9
IO	 12	 27807.9
IO	 76	 27808.2
IO	 52	 27809.3
IO	 96	 27809.2
IO	 98	 27810.2
IO	 10	 27810.5
IO	 70	 27810.9
IO	 58	 27811.3
IO	 22	 27811.7
IO	 34	 27812.4
IO	 50	 27812.9
IO	 86	 27813.2
IO	 40	 27813.3
IO	 36	 27813.5
IO	 0	 27813.9
IO	 48	 27814
IO	 2	 27814.1
IO	 24	 27814.2
IO	 62	 27814.3
IO	 28	 27814.4
IO	 64	 27814.5
IO	 26	 27814.5
IO	 46	 27814.5
IO	 82	 27814.5
IO	 90	 27814.6
IO	 14	 27814.6
IO	 72	 27814.7
IO	 44	 27815
IO	 88	 27815.1
IO	 42	 27815.1
IO	 8	 27815.1
IO	 94	 27815.7
IO	 74	 27815.8
IO	 18	 27815.8
IO	 56	 27815.9
IO	 30	 27815.9
IO	 80	 27816.1
IO	 54	 27816.2
IO	 78	 27816.2
IO	 68	 27816.2
IO	 92	 27816.3
IO	 60	 27816.3
IO	 20	 27816.4
IO	 4	 27816.4
IO	 16	 27816.5
IO	 6	 27816.5
IO	 84	 27816.5
