IO	 0	 69.6833
IO	 2	 71.55
CPU	 99	 0
CPU	 97	 0
IO	 98	 67.15
CPU	 95	 0
IO	 96	 70.5833
CPU	 93	 0
IO	 94	 69.25
CPU	 91	 0
IO	 92	 72.9667
CPU	 89	 0
IO	 90	 64.4333
CPU	 87	 0
IO	 88	 70.2
CPU	 85	 0.016675
IO	 86	 68.9
CPU	 83	 0
IO	 84	 69.15
CPU	 81	 0
IO	 82	 67.1167
CPU	 79	 0
IO	 80	 67.2833
CPU	 77	 0
IO	 78	 67.0167
CPU	 75	 0
IO	 76	 67.0166
CPU	 73	 0
IO	 74	 69.35
CPU	 71	 0
IO	 72	 70.0166
CPU	 69	 0
IO	 70	 69.1667
CPU	 67	 0
IO	 68	 69.1333
CPU	 65	 0
IO	 66	 68.9833
CPU	 63	 0
IO	 64	 69.45
CPU	 61	 0
IO	 62	 69.8
CPU	 59	 0
IO	 60	 69.2833
CPU	 57	 0.016675
IO	 58	 67.3167
CPU	 55	 0
IO	 56	 68.4667
CPU	 53	 0
IO	 54	 67.75
CPU	 51	 0
IO	 52	 66.2167
CPU	 49	 0
IO	 50	 65.5833
CPU	 47	 0
IO	 48	 66.0333
CPU	 45	 0
IO	 46	 66.8333
CPU	 43	 0
IO	 44	 66.9333
CPU	 41	 0
IO	 42	 65.9833
CPU	 39	 0
IO	 40	 66.65
CPU	 37	 0
IO	 38	 67.75
CPU	 35	 0
IO	 36	 67.6
CPU	 33	 0
IO	 34	 70.3
CPU	 31	 0
IO	 32	 69.9834
CPU	 29	 0
IO	 30	 66
CPU	 27	 0
IO	 28	 66.0333
CPU	 25	 0.016675
IO	 26	 66.3833
CPU	 23	 0
IO	 24	 66.8166
CPU	 21	 0
IO	 22	 69.85
CPU	 19	 0
IO	 20	 70.0333
CPU	 17	 0
IO	 18	 67.0833
CPU	 15	 0
IO	 16	 67.1
CPU	 13	 0
IO	 14	 67.1
CPU	 11	 0
IO	 12	 67.3
CPU	 9	 0
IO	 10	 66.8667
CPU	 7	 0
IO	 8	 66.9667
CPU	 5	 0
IO	 6	 66.7666
CPU	 3	 0
CPU	 1	 0.01665
IO	 4	 58.3833
