CPU	 99	 0
CPU	 97	 0
IO	 2	 1204.52
IO	 98	 1204.02
CPU	 95	 0
IO	 96	 1290.47
CPU	 93	 0
IO	 0	 2075.77
CPU	 91	 0
IO	 94	 1133
CPU	 89	 0
IO	 92	 1189.3
CPU	 87	 0
IO	 90	 1096.77
CPU	 85	 0
IO	 88	 1232.13
CPU	 83	 0
IO	 86	 1240.45
CPU	 81	 0
IO	 84	 1242.68
CPU	 79	 0
IO	 82	 1150.97
IO	 80	 973.617
CPU	 77	 0
CPU	 75	 0
IO	 78	 976.133
CPU	 73	 0
CPU	 71	 0
IO	 76	 1024.78
IO	 74	 1091.17
CPU	 69	 0
IO	 72	 1017.52
CPU	 67	 0
IO	 70	 983.433
CPU	 65	 0
IO	 68	 982.45
CPU	 63	 0
CPU	 61	 0
IO	 66	 1307.9
IO	 64	 1265.88
CPU	 59	 0
IO	 62	 1260.52
CPU	 57	 0
IO	 60	 1127.45
CPU	 55	 0
IO	 58	 1022.3
CPU	 53	 0
CPU	 51	 0
IO	 56	 1087
IO	 54	 1051.62
CPU	 49	 0
IO	 52	 1051.17
CPU	 47	 0
IO	 50	 1014.38
CPU	 45	 0
IO	 48	 1019.55
CPU	 43	 0
IO	 46	 1084.83
IO	 44	 987.483
CPU	 41	 0
CPU	 39	 0
IO	 42	 986.733
CPU	 37	 0
IO	 40	 1012.32
CPU	 35	 0
IO	 38	 1085.37
IO	 36	 1000.5
CPU	 33	 0
CPU	 31	 0
IO	 34	 1001.3
CPU	 29	 0
IO	 32	 993.15
CPU	 27	 0
IO	 30	 986.233
CPU	 25	 0
IO	 28	 1009.75
IO	 26	 980.333
CPU	 23	 0
CPU	 21	 0
IO	 24	 1058.52
CPU	 19	 0
IO	 22	 986.867
IO	 20	 1023.18
CPU	 17	 0.016675
CPU	 15	 0
IO	 18	 991.983
CPU	 13	 0
IO	 16	 985.067
CPU	 11	 0
IO	 14	 1011.48
CPU	 9	 0
IO	 12	 1016.08
CPU	 7	 0
IO	 10	 999.3
CPU	 5	 0
IO	 8	 1074.48
CPU	 3	 0
CPU	 1	 0
IO	 6	 913.717
IO	 4	 525.683
